"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HAI-1 Achievement Threshold","HAI-1 Benchmark","HAI-1 Baseline Rate","HAI-1 Performance Rate","HAI-1 Achievement Points","HAI-1 Improvement Points","HAI-1 Measure Score","HAI-2 Achievement Threshold","HAI-2 Benchmark","HAI-2 Baseline Rate","HAI-2 Performance Rate","HAI-2 Achievement Points","HAI-2 Improvement Points","HAI-2 Measure Score","Combined SSI Measure Score","HAI-3 Achievement Threshold","HAI-3 Benchmark","HAI-3 Baseline Rate","HAI-3 Performance Rate","HAI-3 Achievement Points","HAI-3 Improvement Points","HAI-3 Measure Score","HAI-4 Achievement Threshold","HAI-4 Benchmark","HAI-4 Baseline Rate","HAI-4 Performance Rate","HAI-4 Achievement Points","HAI-4 Improvement Points","HAI-4 Measure Score","HAI-5 Achievement Threshold","HAI-5 Benchmark","HAI-5 Baseline Rate","HAI-5 Performance Rate","HAI-5 Achievement Points","HAI-5 Improvement Points","HAI-5 Measure Score","HAI-6 Achievement Threshold","HAI-6 Benchmark","HAI-6 Baseline Rate","HAI-6 Performance Rate","HAI-6 Achievement Points","HAI-6 Improvement Points","HAI-6 Measure Score"
"2021","230208",SPARROW CARSON HOSPITAL,"406 EAST ELM ST",CARSON CITY,MI,"48811",Montcalm,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","230216",MCLAREN PORT HURON,"1221 PINE GROVE AVE",PORT HURON,MI,"48060",Saint Clair,"0.687","0.000","0.000","0.620","1 out of 10","0 out of 9","1 out of 10","0.774","0.000","1.023","0.610","2 out of 10","4 out of 9","4 out of 10","3 out of 10","0.754","0.000","0.609","0.531","3 out of 10","1 out of 9","3 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","0.710","1 out of 10","0 out of 9","1 out of 10","0.748","0.067","0.367","0.440","5 out of 10","0 out of 9","5 out of 10"
"2021","230217",OAKLAWN HOSPITAL,"200 N MADISON",MARSHALL,MI,"49068",Calhoun,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0 out of 10","0.754","0.000",Not Available,"0.843","0 out of 10",Not Available,"0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.933","0.541","3 out of 10","4 out of 9","4 out of 10"
"2021","230222",MIDMICHIGAN MEDICAL CENTER-MIDLAND,"4000 WELLNESS DRIVE",MIDLAND,MI,"48670",Midland,"0.687","0.000","0.354","0.147","8 out of 10","5 out of 9","8 out of 10","0.774","0.000","0.425","0.631","2 out of 10","0 out of 9","2 out of 10","10 out of 10","0.754","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.489","0.928","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.604","0.793","0 out of 10","0 out of 9","0 out of 10"
"2021","230227",MCLAREN MACOMB,"1000 HARRINGTON ST",MOUNT CLEMENS,MI,"48043",Macomb,"0.687","0.000","0.000","0.386","4 out of 10","0 out of 9","4 out of 10","0.774","0.000","0.168","0.481","4 out of 10","0 out of 9","4 out of 10","7 out of 10","0.754","0.000","0.807","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000","1.008","1.887","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.298","0.340","5 out of 10","0 out of 9","5 out of 10","0.748","0.067","0.641","0.196","8 out of 10","7 out of 9","8 out of 10"
"2021","230230",EDWARD W SPARROW HOSPITAL,"1215 E MICHIGAN AVENUE",LANSING,MI,"48912",Ingham,"0.687","0.000","1.286","0.725","0 out of 10","4 out of 9","4 out of 10","0.774","0.000","0.497","0.231","7 out of 10","5 out of 9","7 out of 10","0 out of 10","0.754","0.000","1.348","1.435","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.654","0.663","1 out of 10","0 out of 9","1 out of 10","0.763","0.000","0.686","0.556","3 out of 10","1 out of 9","3 out of 10","0.748","0.067","0.754","0.774","0 out of 10","0 out of 9","0 out of 10"
"2021","230236",METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,"49519",Kent,"0.687","0.000","0.787","0.289","6 out of 10","6 out of 9","6 out of 10","0.774","0.000","0.510","1.751","0 out of 10","0 out of 9","0 out of 10","8 out of 10","0.754","0.000","2.931","0.574","3 out of 10","8 out of 9","8 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","3.465","0.759","1 out of 10","7 out of 9","7 out of 10","0.748","0.067","0.519","0.784","0 out of 10","0 out of 9","0 out of 10"
"2021","230239",CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,"500 OSBORN BLVD",SAULT SAINTE MARIE,MI,"49783",Chippewa,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.853","1.421","0 out of 10","0 out of 9","0 out of 10"
"2021","230241",ASCENSION RIVER DISTRICT HOSPITAL,"4100 RIVER RD",EAST CHINA,MI,"48054",Saint Clair,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.320","0.536","3 out of 10","6 out of 9","6 out of 10"
"2021","230244",GARDEN CITY HOSPITAL,"6245 INKSTER RD",GARDEN CITY,MI,"48135",Wayne,"0.687","0.000","1.546","1.582","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.787","1.062","0 out of 10","0 out of 9","0 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.847","2.855","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.440","0.753","0 out of 10","0 out of 9","0 out of 10"
"2021","230254",ASCENSION PROVIDENCE ROCHESTER HOSPITAL,"1101 W UNIVERSITY DRIVE",ROCHESTER,MI,"48307",Oakland,"0.687","0.000","0.837","1.489","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.262","0.517","3 out of 10","0 out of 9","3 out of 10","10 out of 10","0.754","0.000","1.610","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000","0.673",Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.618","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","1.100","0.962","0 out of 10","1 out of 9","1 out of 10"
"2021","230259",ST JOSEPH MERCY CHELSEA,"775 S MAIN ST",CHELSEA,MI,"48118",Washtenaw,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000","0.858",Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.508","0.000","10 out of 10","9 out of 9","10 out of 10"
"2021","230269","BEAUMONT HOSPITAL, TROY","44201 DEQUINDRE ROAD",TROY,MI,"48085",Oakland,"0.687","0.000","0.898","0.964","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.660","0.860","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","1.053","1.580","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.573","1.995","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","1.120","0.516","3 out of 10","5 out of 9","5 out of 10","0.748","0.067","1.160","0.657","2 out of 10","4 out of 9","4 out of 10"
"2021","230270",BEAUMONT HOSPITAL - TAYLOR,"10000 TELEGRAPH ROAD",TAYLOR,MI,"48180",Wayne,"0.687","0.000","0.737","2.849","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","2.166","0.376","5 out of 10","8 out of 9","8 out of 10","0 out of 10","0.754","0.000",Not Available,"1.988","0 out of 10",Not Available,"0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.769","1.552","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.891","0.648","2 out of 10","2 out of 9","2 out of 10"
"2021","230273",DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,"4201 ST ANTOINE ST - 2C",DETROIT,MI,"48201",Wayne,"0.687","0.000","1.045","0.958","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.529","0.433","4 out of 10","1 out of 9","4 out of 10","3 out of 10","0.754","0.000","0.859","0.569","3 out of 10","3 out of 9","3 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","1.521","2.224","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.864","0.878","0 out of 10","0 out of 9","0 out of 10"
"2021","230277",HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSHIP,MI,"48382",Oakland,"0.687","0.000","0.631","0.661","1 out of 10","0 out of 9","1 out of 10","0.774","0.000","0.547","0.853","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","0.993","1.689","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,"1.916","0 out of 10",Not Available,"0 out of 10","0.763","0.000","0.775","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","0.978","0.798","0 out of 10","1 out of 9","1 out of 10"
"2021","230297",KARMANOS CANCER CENTER,"4100 JOHN R",DETROIT,MI,"48201",Wayne,"0.687","0.000",Not Available,"0.845","0 out of 10",Not Available,"0 out of 10","0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","3.590","1.493","0 out of 10","5 out of 9","5 out of 10","0.748","0.067","1.364","0.969","0 out of 10","3 out of 9","3 out of 10"
"2021","230302",HENRY FORD WEST BLOOMFIELD HOSPITAL,"6777 WEST MAPLE ROAD",WEST BLOOMFIELD,MI,"48322",Oakland,"0.687","0.000","0.298","0.783","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.576","0.694","1 out of 10","0 out of 9","1 out of 10","6 out of 10","0.754","0.000","2.342","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000","0.000","3.268","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.000","0.878","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.927","0.390","5 out of 10","6 out of 9","6 out of 10"
"2021","230303",MUNSON HEALTHCARE MANISTEE HOSPITAL,"1465 E PARKDALE AVE",MANISTEE,MI,"49660",Manistee,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.566","1.552","0 out of 10","0 out of 9","0 out of 10"
"2021","240001",NORTH MEMORIAL HEALTH,"3300 OAKDALE NORTH",ROBBINSDALE,MN,"55422",Hennepin,"0.687","0.000","0.494","0.450","4 out of 10","0 out of 9","4 out of 10","0.774","0.000","0.676","0.420","5 out of 10","3 out of 9","5 out of 10","5 out of 10","0.754","0.000","1.316","0.590","2 out of 10","5 out of 9","5 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.434","0.617","2 out of 10","0 out of 9","2 out of 10","0.748","0.067","1.253","0.754","0 out of 10","4 out of 9","4 out of 10"
"2021","240002",ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,"407 EAST THIRD STREET",DULUTH,MN,"55805",Saint Louis,"0.687","0.000","0.287","0.134","8 out of 10","5 out of 9","8 out of 10","0.774","0.000","0.774","0.924","0 out of 10","0 out of 9","0 out of 10","6 out of 10","0.754","0.000","2.117","0.469","4 out of 10","7 out of 9","7 out of 10","0.726","0.000","0.000","0.439","4 out of 10","0 out of 9","4 out of 10","0.763","0.000","0.317","0.792","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","1.185","0.893","0 out of 10","2 out of 9","2 out of 10"
"2021","240004",HENNEPIN COUNTY MEDICAL CENTER 1,"701 PARK AVENUE",MINNEAPOLIS,MN,"55415",Hennepin,"0.687","0.000","0.781","0.496","3 out of 10","3 out of 9","3 out of 10","0.774","0.000","1.150","0.503","4 out of 10","5 out of 9","5 out of 10","0 out of 10","0.754","0.000","1.619","1.830","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.992","0.222","7 out of 10","7 out of 9","7 out of 10","0.748","0.067","0.844","0.410","5 out of 10","5 out of 9","5 out of 10"
"2021","240006",OLMSTED MEDICAL CENTER,"1650 FOURTH STREET SOUTHEAST",ROCHESTER,MN,"55904",Olmsted,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.648","2 out of 10","0 out of 9","2 out of 10"
"2021","240010",MAYO CLINIC HOSPITAL ROCHESTER,"1216 SECOND STREET SOUTHWEST",ROCHESTER,MN,"55902",Olmsted,"0.687","0.000","0.968","0.611","1 out of 10","3 out of 9","3 out of 10","0.774","0.000","0.303","0.498","4 out of 10","0 out of 9","4 out of 10","4 out of 10","0.754","0.000","1.532","0.685","1 out of 10","5 out of 9","5 out of 10","0.726","0.000","1.187","1.402","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.924","0.651","2 out of 10","2 out of 9","2 out of 10","0.748","0.067","0.680","0.557","3 out of 10","2 out of 9","3 out of 10"
"2021","240014",NORTHFIELD HOSPITAL,"2000 NORTH AVENUE",NORTHFIELD,MN,"55057",Rice,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.995","0.000","10 out of 10","9 out of 9","10 out of 10"
"2021","240018",MAYO CLINIC HEALTH SYSTEM - RED WING,"701 HEWITT BOULEVARD",RED WING,MN,"55066",Goodhue,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","2.121","0.914","0 out of 10","5 out of 9","5 out of 10"
"2021","240019",ESSENTIA HEALTH DULUTH,"502 EAST SECOND STREET",DULUTH,MN,"55805",Saint Louis,"0.687","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.774","0.000","0.591","0.709","1 out of 10","0 out of 9","1 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.570","0.553","3 out of 10","0 out of 9","3 out of 10"
"2021","240020",CAMBRIDGE MEDICAL CENTER,"701 SOUTH DELLWOOD AVENUE",CAMBRIDGE,MN,"55008",Isanti,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.280","0.452","4 out of 10","0 out of 9","4 out of 10"
"2021","240022",SANFORD WORTHINGTON MEDICAL CENTER,"1018 SIXTH AVENUE PO BOX 997",WORTHINGTON,MN,"56187",Nobles,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000",Not Available,Not Available,Not Available,Not Available
"2021","240030",ALOMERE HEALTH,"111 17TH AVENUE EAST",ALEXANDRIA,MN,"56308",Douglas,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","1.649","2.320","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000",Not Available,"1.471","0 out of 10",Not Available,"0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.338","0.318","6 out of 10","0 out of 9","6 out of 10"
"2021","240036",ST CLOUD HOSPITAL,"1406 6TH AVE NORTH",SAINT CLOUD,MN,"56303",Stearns,"0.687","0.000","0.388","0.777","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.732","1.444","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0.754","0.000","1.030","0.927","0 out of 10","1 out of 9","1 out of 10","0.726","0.000","0.913","1.180","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.698","1.344","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","1.185","1.372","0 out of 10","0 out of 9","0 out of 10"
"2021","240038",UNITED HOSPITAL,"333 NORTH SMITH AVENUE",SAINT PAUL,MN,"55102",Ramsey,"0.687","0.000","0.894","0.395","4 out of 10","5 out of 9","5 out of 10","0.774","0.000","0.646","0.267","6 out of 10","5 out of 9","6 out of 10","5 out of 10","0.754","0.000","1.611","0.550","3 out of 10","6 out of 9","6 out of 10","0.726","0.000","0.000","1.415","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.563","1.019","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.732","0.942","0 out of 10","0 out of 9","0 out of 10"
"2021","240040",UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,"750 EAST 34TH ST",HIBBING,MN,"55746",Saint Louis,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0 out of 10","0.754","0.000",Not Available,"2.421","0 out of 10",Not Available,"0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.432","0.731","1 out of 10","0 out of 9","1 out of 10"
"2021","240043",MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,"404 WEST FOUNTAIN STREET",ALBERT LEA,MN,"56007",Freeborn,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.502","0.729","1 out of 10","5 out of 9","5 out of 10"
"2021","240044",WINONA HEALTH SERVICES,"855 MANKATO AVENUE",WINONA,MN,"55987",Winona,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.958",Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.872","0.744","1 out of 10","1 out of 9","1 out of 10"
"2021","240047",ST LUKES HOSPITAL,"915 EAST 1ST STREET",DULUTH,MN,"55805",Saint Louis,"0.687","0.000","0.110","0.960","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.313","0.682","2 out of 10","0 out of 9","2 out of 10","10 out of 10","0.754","0.000","1.647","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.747","1.033","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.917","0.990","0 out of 10","0 out of 9","0 out of 10"
"2021","240050",FAIRVIEW LAKES MEDICAL CENTER,"5200 FAIRVIEW BOULEVARD",WYOMING,MN,"55092",Chisago,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.566","0.152","8 out of 10","8 out of 9","8 out of 10"
"2021","240052",LAKE REGION HEALTHCARE CORPORATION,"712 SOUTH CASCADE",FERGUS FALLS,MN,"56537",Otter Tail,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.761","0.973","0 out of 10","0 out of 9","0 out of 10"
"2021","240053",PARK NICOLLET METHODIST HOSPITAL,"6500 EXCELSIOR BLVD",SAINT LOUIS PARK,MN,"55426",Hennepin,"0.687","0.000","0.335","0.363","5 out of 10","0 out of 9","5 out of 10","0.774","0.000","0.732","0.539","3 out of 10","2 out of 9","3 out of 10","3 out of 10","0.754","0.000","0.695","0.482","4 out of 10","3 out of 9","4 out of 10","0.726","0.000","0.703","1.600","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.468","0.227","7 out of 10","5 out of 9","7 out of 10","0.748","0.067","0.697","0.283","7 out of 10","6 out of 9","7 out of 10"
"2021","240056",RIDGEVIEW MEDICAL CENTER,"500 SOUTH MAPLE STREET",WACONIA,MN,"55387",Carver,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.558","1.271","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","0.597","2.159","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.128","0.728","1 out of 10","3 out of 9","3 out of 10"
"2021","240057",ABBOTT NORTHWESTERN HOSPITAL,"800 EAST 28TH STREET",MINNEAPOLIS,MN,"55407",Hennepin,"0.687","0.000","0.794","0.580","2 out of 10","2 out of 9","2 out of 10","0.774","0.000","0.930","1.279","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0.754","0.000","0.978","0.639","2 out of 10","3 out of 9","3 out of 10","0.726","0.000","3.415","4.289","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.108","0.602","2 out of 10","0 out of 9","2 out of 10","0.748","0.067","0.611","0.652","2 out of 10","0 out of 9","2 out of 10"
"2021","240059",REGINA HOSPITAL,"1175 NININGER ROAD",HASTINGS,MN,"55033",Dakota,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000",Not Available,Not Available,Not Available,Not Available
"2021","240063",ST JOSEPH'S HOSPITAL,"45 WEST 10TH STREET",SAINT PAUL,MN,"55102",Ramsey,"0.687","0.000","0.418","0.000","10 out of 10","9 out of 9","10 out of 10","0.774","0.000","0.725","1.604","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.754","0.000","0.637","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.794","0.295","6 out of 10","6 out of 9","6 out of 10","0.748","0.067","1.216","0.426","5 out of 10","6 out of 9","6 out of 10"
"2021","240064",GRAND ITASCA CLINIC AND HOSPITAL,"1601 GOLF COURSE ROAD",GRAND RAPIDS,MN,"55744",Itasca,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.762","0.256","7 out of 10","7 out of 9","7 out of 10"
"2021","240066",LAKEVIEW MEMORIAL HOSPITAL,"927 WEST CHURCHILL STREET",STILLWATER,MN,"55082",Washington,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","2.360","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10","0.754","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.300","6 out of 10","0 out of 9","6 out of 10"
"2021","240069",OWATONNA HOSPITAL,"2250 26TH STREET NORTHWEST",OWATONNA,MN,"55060",Steele,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.509","0.000","10 out of 10","9 out of 9","10 out of 10"
