"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Communication with Nurses Floor","Communication with Nurses Achievement Threshold","Communication with Nurses Benchmark","Communication with Nurses Baseline Rate","Communication with Nurses Performance Rate","Communication with Nurses Achievement Points","Communication with Nurses Improvement Points","Communication with Nurses Dimension Score","Communication with Doctors Floor","Communication with Doctors Achievement Threshold","Communication with Doctors Benchmark","Communication with Doctors Baseline Rate","Communication with Doctors Performance Rate","Communication with Doctors Achievement Points","Communication with Doctors Improvement Points","Communication with Doctors Dimension Score","Responsiveness of Hospital Staff Floor","Responsiveness of Hospital Staff Achievement Threshold","Responsiveness of Hospital Staff Benchmark","Responsiveness of Hospital Staff Baseline Rate","Responsiveness of Hospital Staff Performance Rate","Responsiveness of Hospital Staff Achievement Points","Responsiveness of Hospital Staff Improvement Points","Responsiveness of Hospital Staff Dimension Score","Care Transition Floor","Care Transition Achievement Threshold","Care Transition Benchmark","Care Transition Baseline Rate","Care Transition Performance Rate","Care Transition Achievement Points","Care Transition Improvement Points","Care Transition Dimension Score","Communication About Medicines Floor","Communication About Medicines Achievement Threshold","Communication About Medicines Benchmark","Communication About Medicines Baseline Rate","Communication About Medicines Performance Rate","Communication About Medicines Achievement Points","Communication About Medicines Improvement Points","Communication About Medicines Dimension Score","Cleanliness and Quietness of Hospital Environment Floor","Cleanliness and Quietness of Hospital Environment Achievement Threshold","Cleanliness and Quietness of Hospital Environment Benchmark","Cleanliness and Quietness of Hospital Environment Baseline Rate","Cleanliness and Quietness of Hospital Environment Performance Rate","Cleanliness and Quietness of Hospital Environment Achievement Points","Cleanliness and Quietness of Hospital Environment Improvement Points","Cleanliness and Quietness of Hospital Environment Dimension Score","Discharge Information Floor","Discharge Information Achievement Threshold","Discharge Information Benchmark","Discharge Information Baseline Rate","Discharge Information Performance Rate","Discharge Information Achievement Points","Discharge Information Improvement Points","Discharge Information Dimension Score","Overall Rating of Hospital Floor","Overall Rating of Hospital Achievement Threshold","Overall Rating of Hospital Benchmark","Overall Rating of Hospital Baseline Rate","Overall Rating of Hospital Performance Rate","Overall Rating of Hospital Achievement Points","Overall Rating of Hospital Improvement Points","Overall Rating of Hospital Dimension Score","HCAHPS Base Score","HCAHPS Consistency Score"
"2021","310051",OVERLOOK MEDICAL CENTER,"99 BEAUVOIR AVENUE",SUMMIT,NJ,"07902",Union,"42.06","79.06","87.36","77.70","79.2680","1 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","79.09","79.5439","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","58.73","62.2675","0 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","48.38","50.8477","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","58.31","61.3526","0 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","62.00","61.0470","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","84.46","85.8737","0 out of 10","1 out of 9","1 out of 10","34.70","71.80","85.67","68.74","70.5508","0 out of 10","1 out of 9","1 out of 10","6","17"
"2021","310052",OCEAN MEDICAL CENTER,"425 JACK MARTIN BLVD",BRICK,NJ,"08724",Ocean,"42.06","79.06","87.36","78.87","75.7778","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","74.45","73.0022","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","59.55","59.8914","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","49.61","46.3120","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","62.49","54.8093","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","57.51","61.3916","0 out of 10","1 out of 9","1 out of 10","66.94","87.38","92.17","87.75","85.7509","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","68.74","65.6903","0 out of 10","0 out of 9","0 out of 10","1","14"
"2021","310054",HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,"07042",Essex,"42.06","79.06","87.36","75.47","75.3652","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","77.99","77.2738","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","63.04","55.1718","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","44.78","42.5223","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","54.73","54.5871","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","61.83","59.6471","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","83.56","81.9289","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","62.53","62.5777","0 out of 10","0 out of 9","0 out of 10","0","13"
"2021","310057",VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,"175 MADISON AVE",MOUNT HOLLY,NJ,"08060",Burlington,"42.06","79.06","87.36","75.96","75.4663","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","72.46","73.9001","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","57.40","55.9882","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","43.41","45.0031","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","58.35","58.0389","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","54.48","52.7920","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","81.34","79.9768","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","59.67","55.1198","0 out of 10","0 out of 9","0 out of 10","0","11"
"2021","310058",BERGEN NEW BRIDGE MEDICAL CENTER,"230 EAST RIDGEWOOD AVE",PARAMUS,NJ,"07652",Bergen,"42.06","79.06","87.36",Not Available,Not Available,Not Available,Not Available,Not Available,"41.99","79.91","88.10",Not Available,Not Available,Not Available,Not Available,Not Available,"33.89","65.77","81.00",Not Available,Not Available,Not Available,Not Available,Not Available,"6.53","51.87","63.32",Not Available,Not Available,Not Available,Not Available,Not Available,"33.19","63.83","74.75",Not Available,Not Available,Not Available,Not Available,Not Available,"30.60","65.61","79.58",Not Available,Not Available,Not Available,Not Available,Not Available,"66.94","87.38","92.17",Not Available,Not Available,Not Available,Not Available,Not Available,"34.70","71.80","85.67",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"2021","310060",ST LUKE'S WARREN HOSPITAL,"185 ROSEBERRY ST",PHILLIPSBURG,NJ,"08865",Warren,"42.06","79.06","87.36","85.56","84.4464","6 out of 10","0 out of 9","6 out of 10","41.99","79.91","88.10","82.00","82.1125","3 out of 10","0 out of 9","3 out of 10","33.89","65.77","81.00","66.97","66.5706","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","51.62","48.9677","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","64.16","64.3593","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","61.32","66.4167","1 out of 10","2 out of 9","2 out of 10","66.94","87.38","92.17","87.31","88.7289","3 out of 10","2 out of 9","3 out of 10","34.70","71.80","85.67","67.44","73.4617","2 out of 10","3 out of 9","3 out of 10","19","18"
"2021","310061",VIRTUA WILLINGBORO HOSPITAL,"218A SUNSET ROAD",WILLINGBORO,NJ,"08046",Burlington,"42.06","79.06","87.36","72.27","75.4730","0 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","75.93","74.6097","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","62.38","61.7184","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","40.64","44.9220","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","57.80","55.8475","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","57.95","59.8954","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","78.16","81.1852","0 out of 10","2 out of 9","2 out of 10","34.70","71.80","85.67","54.05","55.7345","0 out of 10","0 out of 9","0 out of 10","5","11"
"2021","310064",ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,"1925 PACIFIC AVENUE",ATLANTIC CITY,NJ,"08401",Atlantic,"42.06","79.06","87.36","80.80","79.2755","1 out of 10","0 out of 9","1 out of 10","41.99","79.91","88.10","76.02","73.5713","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","68.29","63.5626","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","52.62","51.2786","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","59.94","59.7988","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","61.15","61.0583","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","88.70","84.5188","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","73.82","68.9150","0 out of 10","0 out of 9","0 out of 10","1","16"
"2021","310069",INSPIRA MEDICAL CENTER ELMER,"501 WEST FRONT STREET",ELMER,NJ,"08318",Salem,"42.06","79.06","87.36","84.78","82.0115","4 out of 10","0 out of 9","4 out of 10","41.99","79.91","88.10","81.49","80.2660","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","76.45","73.4330","5 out of 10","0 out of 9","5 out of 10","6.53","51.87","63.32","57.14","51.3251","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","66.03","64.8174","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","69.63","69.3222","3 out of 10","0 out of 9","3 out of 10","66.94","87.38","92.17","91.33","90.7320","7 out of 10","0 out of 9","7 out of 10","34.70","71.80","85.67","76.96","78.4776","5 out of 10","1 out of 9","5 out of 10","26","19"
"2021","310070",SAINT PETER'S UNIVERSITY HOSPITAL,"254 EASTON AVE",NEW BRUNSWICK,NJ,"08901",Middlesex,"42.06","79.06","87.36","83.43","81.0197","3 out of 10","0 out of 9","3 out of 10","41.99","79.91","88.10","80.28","78.6781","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","69.69","61.9432","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","54.90","53.1935","2 out of 10","0 out of 9","2 out of 10","33.19","63.83","74.75","68.73","65.2794","2 out of 10","0 out of 9","2 out of 10","30.60","65.61","79.58","68.78","65.3318","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","86.00","86.1382","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","82.51","76.4830","4 out of 10","0 out of 9","4 out of 10","11","17"
"2021","310073",JERSEY SHORE UNIVERSITY MEDICAL CENTER,"1945 RTE 33",NEPTUNE,NJ,"07754",Monmouth,"42.06","79.06","87.36","77.93","75.3851","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","76.94","74.8967","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","62.66","59.6944","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","48.57","47.1443","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","62.41","56.6948","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","58.95","55.7352","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","82.19","82.7602","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","70.36","67.1358","0 out of 10","0 out of 9","0 out of 10","0","14"
"2021","310074",JERSEY CITY MEDICAL CENTER,"355 GRAND STREET",JERSEY CITY,NJ,"07302",Hudson,"42.06","79.06","87.36","76.60","75.8281","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","76.87","74.4967","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","58.84","62.0349","0 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","45.75","45.9570","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.27","61.6613","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","61.79","60.6847","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","83.23","83.9187","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","66.01","62.7359","0 out of 10","0 out of 9","0 out of 10","1","15"
"2021","310075",MONMOUTH MEDICAL CENTER,"300 SECOND AVENUE",LONG BRANCH,NJ,"07740",Monmouth,"42.06","79.06","87.36","81.49","80.4571","2 out of 10","0 out of 9","2 out of 10","41.99","79.91","88.10","78.83","79.0800","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","65.86","64.7733","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","54.25","52.2054","1 out of 10","0 out of 9","1 out of 10","33.19","63.83","74.75","69.22","67.6733","4 out of 10","0 out of 9","4 out of 10","30.60","65.61","79.58","66.26","65.2101","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","88.15","87.4472","1 out of 10","0 out of 9","1 out of 10","34.70","71.80","85.67","73.87","74.1227","2 out of 10","0 out of 9","2 out of 10","10","19"
"2021","310076",SAINT BARNABAS MEDICAL CENTER,"94 OLD SHORT HILLS ROAD",LIVINGSTON,NJ,"07039",Essex,"42.06","79.06","87.36","80.96","81.3512","3 out of 10","0 out of 9","3 out of 10","41.99","79.91","88.10","80.77","79.9604","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","60.58","62.7168","0 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","51.16","50.7255","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","70.02","64.8165","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","65.72","68.5348","2 out of 10","2 out of 9","2 out of 10","66.94","87.38","92.17","87.11","86.2339","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","72.47","73.7677","2 out of 10","0 out of 9","2 out of 10","10","18"
"2021","310081",INSPIRA MEDICAL CENTER WOODBURY,"509 N BROAD ST",WOODBURY,NJ,"08096",Gloucester,"42.06","79.06","87.36","82.14","82.9128","5 out of 10","1 out of 9","5 out of 10","41.99","79.91","88.10","78.45","76.0483","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","62.90","64.4261","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","48.73","49.1638","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","61.92","64.8202","1 out of 10","2 out of 9","2 out of 10","30.60","65.61","79.58","61.64","60.8881","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","89.36","88.2868","2 out of 10","0 out of 9","2 out of 10","34.70","71.80","85.67","64.06","63.7509","0 out of 10","0 out of 9","0 out of 10","9","15"
"2021","310084",MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,"600 RIVER AVE",LAKEWOOD,NJ,"08701",Ocean,"42.06","79.06","87.36","81.73","81.0092","3 out of 10","0 out of 9","3 out of 10","41.99","79.91","88.10","73.41","75.2345","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","70.14","65.6755","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","46.81","51.4487","0 out of 10","2 out of 9","2 out of 10","33.19","63.83","74.75","65.86","62.8457","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","69.12","66.6774","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","84.10","86.5617","0 out of 10","3 out of 9","3 out of 10","34.70","71.80","85.67","73.79","70.7858","0 out of 10","0 out of 9","0 out of 10","10","17"
"2021","310086",JEFFERSON STRATFORD HOSPITAL,"18 EAST LAUREL ROAD",STRATFORD,NJ,"08084",Camden,"42.06","79.06","87.36","83.18","82.2929","4 out of 10","0 out of 9","4 out of 10","41.99","79.91","88.10","79.15","78.6542","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","66.85","67.8555","2 out of 10","0 out of 9","2 out of 10","6.53","51.87","63.32","51.62","51.5368","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","64.70","67.2406","3 out of 10","2 out of 9","3 out of 10","30.60","65.61","79.58","59.14","62.0143","0 out of 10","1 out of 9","1 out of 10","66.94","87.38","92.17","87.21","87.3189","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","70.13","70.0083","0 out of 10","0 out of 9","0 out of 10","10","17"
"2021","310091",SALEM MEDICAL CENTER,"310 WOODSTOWN ROAD",SALEM,NJ,"08079",Salem,"42.06","79.06","87.36","74.74","77.7529","0 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","71.71","80.2263","1 out of 10","5 out of 9","5 out of 10","33.89","65.77","81.00","60.96","54.4596","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","43.19","39.3484","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","57.55","58.1362","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","60.87","57.6409","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","83.90","81.0575","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","62.84","53.8845","0 out of 10","0 out of 9","0 out of 10","7","10"
"2021","310092",CAPITAL HEALTH SYSTEM-FULD CAMPUS,"750 BRUNSWICK AVE",TRENTON,NJ,"08638",Mercer,"42.06","79.06","87.36","77.28","74.9945","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","79.53","77.5212","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","58.47","54.8355","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","47.50","45.2242","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","60.92","54.6665","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","62.38","61.4878","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","85.56","82.3059","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","69.25","66.8550","0 out of 10","0 out of 9","0 out of 10","0","13"
"2021","310096",SAINT MICHAEL'S MEDICAL CENTER,"111 CENTRAL AVENUE",NEWARK,NJ,"07102",Essex,"42.06","79.06","87.36","73.58","70.8022","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","76.65","77.5421","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","64.18","63.0876","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","47.79","37.9932","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","53.84","55.7933","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","69.07","65.6112","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","79.75","78.7279","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","68.46","68.7611","0 out of 10","0 out of 9","0 out of 10","1","11"
"2021","310108",JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,"65 JAMES STREET",EDISON,NJ,"08818",Middlesex,"42.06","79.06","87.36","75.85","69.6221","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","77.12","70.0710","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","58.92","49.9329","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","46.32","41.3176","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","59.25","51.9826","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","61.27","55.4273","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","78.06","78.6235","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","59.89","53.5239","0 out of 10","0 out of 9","0 out of 10","0","10"
"2021","310110",ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,"08690",Mercer,"42.06","79.06","87.36","77.77","77.4316","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","76.93","76.8083","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","63.14","62.3108","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","49.22","46.8220","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","64.69","60.4904","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","59.33","63.7012","0 out of 10","2 out of 9","2 out of 10","66.94","87.38","92.17","87.92","86.4559","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","67.60","60.1834","0 out of 10","0 out of 9","0 out of 10","2","13"
"2021","310111",CENTRASTATE MEDICAL CENTER,"901 WEST MAIN STREET",FREEHOLD,NJ,"07728",Monmouth,"42.06","79.06","87.36","78.97","77.7993","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","77.21","74.8936","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","63.70","57.6135","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","47.21","44.2012","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","59.07","55.9387","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","59.18","57.4542","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","84.69","82.1868","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","66.79","61.9042","0 out of 10","0 out of 9","0 out of 10","0","14"
"2021","310112",BAYSHORE MEDICAL CENTER,"727 N BEERS ST",HOLMDEL,NJ,"07733",Monmouth,"42.06","79.06","87.36","81.92","76.7381","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","78.22","71.2262","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","67.44","61.0242","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","49.06","42.7383","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.63","56.7265","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","59.58","56.6842","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","88.48","85.4092","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","63.23","59.6480","0 out of 10","0 out of 9","0 out of 10","0","13"
"2021","310113",SOUTHERN OCEAN MEDICAL CENTER,"1140 RT 72 W",MANAHAWKIN,NJ,"08050",Ocean,"42.06","79.06","87.36","76.72","75.0085","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","75.74","72.7664","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","61.04","59.5388","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","45.90","45.9358","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","60.47","55.0723","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","57.95","53.9064","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","85.62","84.4777","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","61.34","61.9763","0 out of 10","0 out of 9","0 out of 10","0","13"
"2021","310115",HACKETTSTOWN MEDICAL CENTER,"651 WILLOW GROVE ST",HACKETTSTOWN,NJ,"07840",Warren,"42.06","79.06","87.36","72.41","73.7793","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","67.22","69.4733","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","56.91","54.6731","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","40.38","41.5310","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","50.82","55.0266","0 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","56.97","52.8033","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","84.33","84.2450","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","61.89","60.4400","0 out of 10","0 out of 9","0 out of 10","2","12"
"2021","310118",HUDSON REGIONAL HOSPITAL,"55 MEADOWLANDS PKWY",SECAUCUS,NJ,"07094",Hudson,"42.06","79.06","87.36","72.22","72.5267","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","74.11","69.5436","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","62.77","54.2795","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","43.71","41.4054","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","48.97","59.0629","0 out of 10","3 out of 9","3 out of 10","30.60","65.61","79.58","67.14","66.9266","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","77.18","80.6398","0 out of 10","2 out of 9","2 out of 10","34.70","71.80","85.67","64.91","59.0220","0 out of 10","0 out of 9","0 out of 10","6","12"
"2021","310119",UNIVERSITY HOSPITAL,"150 BERGEN ST",NEWARK,NJ,"07101",Essex,"42.06","79.06","87.36","66.15","64.3969","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","75.21","73.6303","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","46.94","45.0168","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","45.21","41.0748","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","51.41","49.2794","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","50.68","51.0868","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","79.97","77.9242","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","54.98","55.7649","0 out of 10","0 out of 9","0 out of 10","0","6"
"2021","310130",HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,"250 OLD HOOK ROAD",WESTWOOD,NJ,"07675",Bergen,"42.06","79.06","87.36","77.36","78.3772","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","75.64","79.1471","0 out of 10","2 out of 9","2 out of 10","33.89","65.77","81.00","61.12","61.1345","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","47.53","48.2470","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","64.87","60.9866","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","65.01","65.4738","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","87.80","87.4708","1 out of 10","0 out of 9","1 out of 10","34.70","71.80","85.67","72.22","71.9780","1 out of 10","0 out of 9","1 out of 10","5","17"
"2021","320001",UNM HOSPITAL,"2211 LOMAS BOULEVARD NE",ALBUQUERQUE,NM,"87106",Bernalillo,"42.06","79.06","87.36","75.73","77.4246","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","77.15","79.7130","0 out of 10","2 out of 9","2 out of 10","33.89","65.77","81.00","56.74","59.5017","0 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","51.84","55.3134","3 out of 10","3 out of 9","3 out of 10","33.19","63.83","74.75","63.84","68.0092","4 out of 10","3 out of 9","4 out of 10","30.60","65.61","79.58","55.32","58.1535","0 out of 10","1 out of 9","1 out of 10","66.94","87.38","92.17","87.75","89.2188","4 out of 10","3 out of 9","4 out of 10","34.70","71.80","85.67","66.27","68.1713","0 out of 10","0 out of 9","0 out of 10","16","15"
"2021","320002",CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,"455 ST MICHAEL'S DRIVE",SANTA FE,NM,"87505",Santa Fe,"42.06","79.06","87.36","76.59","78.9472","0 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","75.90","77.9201","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","62.54","64.1656","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","47.85","45.8644","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","62.20","59.3335","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","54.85","59.9959","0 out of 10","2 out of 9","2 out of 10","66.94","87.38","92.17","86.64","81.6871","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","63.14","66.4610","0 out of 10","1 out of 9","1 out of 10","6","14"
